"ts","country","category","visits","unique_visitors","avg_unit_price","sales"
"2022-01-01T00:00:00.000000Z","ES","WOMEN",364,167,57.45,423.980998547332
"2022-01-01T00:00:00.000000Z","ES","MEN",371,70,46.34,594.310497963740
"2022-01-01T00:00:00.000000Z","ES","KIDS",370,185,49.75,761.174997392019
"2022-01-01T00:00:00.000000Z","ES","HOME",363,94,67.53,331.234648865105
"2022-01-01T00:00:00.000000Z","ES","KITCHEN",363,187,26.32,105.411599638832
"2022-01-01T00:00:00.000000Z","ES","BATHROOM",359,142,23.67,421.799398554807
"2022-01-01T00:01:00.000000Z","ES","WOMEN",719,356,57.45,2854.115960884271
"2022-01-01T00:01:00.000000Z","ES","MEN",731,233,46.34,809.096388911314
"2022-01-01T00:01:00.000000Z","ES","KIDS",741,227,49.75,1970.099972999732
"2022-01-01T00:01:00.000000Z","ES","HOME",727,239,67.53,1620.719977787993
"2022-01-01T00:01:00.000000Z","ES","KITCHEN",736,203,26.32,412.171194351183
"2022-01-01T00:01:00.000000Z","ES","BATHROOM",724,224,23.67,916.028987445800
"2022-01-01T00:02:00.000000Z","ES","WOMEN",1094,197,57.45,4550.039859693583
"2022-01-01T00:02:00.000000Z","ES","MEN",1083,301,46.34,362.842188811287
"2022-01-01T00:02:00.000000Z","ES","KIDS",1087,553,49.75,394.019987849879
"2022-01-01T00:02:00.000000Z","ES","HOME",1090,364,67.53,2260.904330282064
"2022-01-01T00:02:00.000000Z","ES","KITCHEN",1083,481,26.32,1222.300762308761
"2022-01-01T00:02:00.000000Z","ES","BATHROOM",1108,202,23.67,958.634970439239
"2022-01-01T00:03:00.000000Z","ES","WOMEN",1454,347,57.45,7583.399584277288
"2022-01-01T00:03:00.000000Z","ES","MEN",1454,269,46.34,1134.403137811908
"2022-01-01T00:03:00.000000Z","ES","KIDS",1473,467,49.75,3626.774801179848
"2022-01-01T00:03:00.000000Z","ES","HOME",1468,425,67.53,9967.427453584647
"2022-01-01T00:03:00.000000Z","ES","KITCHEN",1439,251,26.32,3941.682983916551
"2022-01-01T00:03:00.000000Z","ES","BATHROOM",1487,407,23.67,400.496378044749
"2022-01-01T00:04:00.000000Z","ES","WOMEN",1841,787,57.45,775.574933567039
"2022-01-01T00:04:00.000000Z","ES","MEN",1799,757,46.34,6339.31145699737
"2022-01-01T00:04:00.000000Z","ES","KIDS",1853,592,49.75,7537.124354397022
"2022-01-01T00:04:00.000000Z","ES","HOME",1823,644,67.53,7597.12434925764
"2022-01-01T00:04:00.000000Z","ES","KITCHEN",1805,839,26.32,2581.991778835867
"2022-01-01T00:04:00.000000Z","ES","BATHROOM",1841,502,23.67,887.624923969240
"2022-01-01T00:05:00.000000Z","ES","WOMEN",2217,395,57.45,5087.771372447693
"2022-01-01T00:05:00.000000Z","ES","MEN",2188,818,46.34,7757.315043172226
"2022-01-01T00:05:00.000000Z","ES","KIDS",2217,926,49.75,5077.484373716544
"2022-01-01T00:05:00.000000Z","ES","HOME",2217,1124,67.53,2042.106948115857
"2022-01-01T00:05:00.000000Z","ES","KITCHEN",2217,863,26.32,5116.60736889091
"2022-01-01T00:05:00.000000Z","ES","BATHROOM",2181,1016,23.67,2013.133251689625
"2022-01-01T00:06:00.000000Z","ES","WOMEN",2595,1217,57.45,6225.280954858991
"2022-01-01T00:06:00.000000Z","ES","MEN",2570,913,46.34,9123.185968339687
"2022-01-01T00:06:00.000000Z","ES","KIDS",2561,482,49.75,3917.811842252044
"2022-01-01T00:06:00.000000Z","ES","HOME",2570,1280,67.53,9614.919785784185
"2022-01-01T00:06:00.000000Z","ES","KITCHEN",2545,986,26.32,1238.092592140892
"2022-01-01T00:06:00.000000Z","ES","BATHROOM",2587,829,23.67,909.637947284013
"2022-01-01T00:07:00.000000Z","ES","WOMEN",2956,1031,57.45,16131.956462577946
"2022-01-01T00:07:00.000000Z","ES","MEN",2918,995,46.34,2869.372170802889
"2022-01-01T00:07:00.000000Z","ES","KIDS",2918,1295,49.75,2202.929516940708
"2022-01-01T00:07:00.000000Z","ES","HOME",2889,479,67.53,2698.498208272202
"2022-01-01T00:07:00.000000Z","ES","KITCHEN",2975,1127,26.32,2551.986640399319
"2022-01-01T00:07:00.000000Z","ES","BATHROOM",2908,839,23.67,1738.324418819506
"2022-01-01T00:08:00.000000Z","ES","WOMEN",3261,1430,57.45,3009.230164858045
"2022-01-01T00:08:00.000000Z","ES","MEN",3326,634,46.34,1163.597077070651
"2022-01-01T00:08:00.000000Z","ES","KIDS",3283,634,49.75,1208.924664491031
"2022-01-01T00:08:00.000000Z","ES","HOME",3347,1606,67.53,7220.305596171845
"2022-01-01T00:08:00.000000Z","ES","KITCHEN",3250,1430,26.32,5244.521744504773
"2022-01-01T00:08:00.000000Z","ES","BATHROOM",3326,1120,23.67,1437.952100929785
"2022-01-01T00:09:00.000000Z","ES","WOMEN",3719,1739,57.45,18786.143563385085
"2022-01-01T00:09:00.000000Z","ES","MEN",3707,1529,46.34,10760.144313298408
"2022-01-01T00:09:00.000000Z","ES","KIDS",3659,629,49.75,1455.187001415587
"2022-01-01T00:09:00.000000Z","ES","HOME",3611,749,67.53,12763.165627011898
"2022-01-01T00:09:00.000000Z","ES","KITCHEN",3659,1409,26.32,888.299695645726
"2022-01-01T00:09:00.000000Z","ES","BATHROOM",3659,1529,23.67,6284.382846809154
"2022-01-01T00:10:00.000000Z","ES","WOMEN",4039,1930,57.45,2692.105883914635
"2022-01-01T00:10:00.000000Z","ES","MEN",4091,907,46.34,4060.077416785006
"2022-01-01T00:10:00.000000Z","ES","KIDS",4052,1996,49.75,4925.24795810514
"2022-01-01T00:10:00.000000Z","ES","HOME",4091,1319,67.53,7019.740589776525
"2022-01-01T00:10:00.000000Z","ES","KITCHEN",4065,1187,26.32,2071.514741197491
"2022-01-01T00:10:00.000000Z","ES","BATHROOM",3973,1979,23.67,1687.196900526855
"2022-01-01T00:11:00.000000Z","ES","WOMEN",4463,1979,57.45,12243.7379591724
"2022-01-01T00:11:00.000000Z","ES","MEN",4449,1259,46.34,18467.40768853205
"2022-01-01T00:11:00.000000Z","ES","KIDS",4334,1259,49.75,12142.974008887417
"2022-01-01T00:11:00.000000Z","ES","HOME",4377,2105,67.53,7390.479553677855
"2022-01-01T00:11:00.000000Z","ES","KITCHEN",4363,1907,26.32,1179.66181797728
"2022-01-01T00:11:00.000000Z","ES","BATHROOM",4463,935,23.67,1482.688068469887
"2022-01-01T00:12:00.000000Z","ES","WOMEN",4757,838,57.45,26886.58443166096
"2022-01-01T00:12:00.000000Z","ES","MEN",4804,1910,46.34,13012.264465411681
"2022-01-01T00:12:00.000000Z","ES","KIDS",4695,1364,49.75,13969.791910967442
"2022-01-01T00:12:00.000000Z","ES","HOME",4757,1325,67.53,15643.990741543634
"2022-01-01T00:12:00.000000Z","ES","KITCHEN",4773,1286,26.32,2463.550573511980
"2022-01-01T00:12:00.000000Z","ES","BATHROOM",4773,2086,23.67,5871.103400411313
"2022-01-01T00:13:00.000000Z","ES","WOMEN",5157,1910,57.45,13681.133812483671
"2022-01-01T00:13:00.000000Z","ES","MEN",5207,1259,46.34,8057.5937889518
"2022-01-01T00:13:00.000000Z","ES","KIDS",5140,2603,49.75,18554.747539625856
"2022-01-01T00:13:00.000000Z","ES","HOME",5174,1826,67.53,11118.131733658522
"2022-01-01T00:13:00.000000Z","ES","KITCHEN",5174,2414,26.32,13265.27109175479
"2022-01-01T00:13:00.000000Z","ES","BATHROOM",5123,1406,23.67,2366.051611086529
"2022-01-01T00:14:00.000000Z","ES","WOMEN",5399,1844,57.45,8725.212023665037
"2022-01-01T00:14:00.000000Z","ES","MEN",5417,1259,46.34,9665.358048899032
"2022-01-01T00:14:00.000000Z","ES","KIDS",5525,2272,49.75,2921.566497741278
"2022-01-01T00:14:00.000000Z","ES","HOME",5525,1799,67.53,33093.050988305244
"2022-01-01T00:14:00.000000Z","ES","KITCHEN",5453,1259,26.32,4974.476165136978
"2022-01-01T00:14:00.000000Z","ES","BATHROOM",5471,1889,23.67,8947.253102491813
"2022-01-01T00:15:00.000000Z","ES","WOMEN",5875,1751,57.45,16214.673777753964
"2022-01-01T00:15:00.000000Z","ES","MEN",5779,2279,46.34,15481.25362105287
"2022-01-01T00:15:00.000000Z","ES","KIDS",5951,1751,49.75,22781.500017846625
"2022-01-01T00:15:00.000000Z","ES","HOME",5894,2879,67.53,13938.179774516791
"2022-01-01T00:15:00.000000Z","ES","KITCHEN",5836,1319,26.32,4548.092010768736
"2022-01-01T00:15:00.000000Z","ES","BATHROOM",5932,2495,23.67,6998.739461252103
"2022-01-01T00:16:00.000000Z","ES","WOMEN",6242,1325,57.45,7207.669863048261
"2022-01-01T00:16:00.000000Z","ES","MEN",6160,2396,46.34,28596.38568418804
"2022-01-01T00:16:00.000000Z","ES","KIDS",6221,2728,49.75,9641.540453057614
"2022-01-01T00:16:00.000000Z","ES","HOME",6140,1096,67.53,15188.157260861492
"2022-01-01T00:16:00.000000Z","ES","KITCHEN",6303,1835,26.32,1610.782405021802
"2022-01-01T00:16:00.000000Z","ES","BATHROOM",6160,2549,23.67,2245.33397669614
"2022-01-01T00:17:00.000000Z","ES","WOMEN",6523,2051,57.45,21716.075892819583
"2022-01-01T00:17:00.000000Z","ES","MEN",6631,2726,46.34,21207.47745741856
"2022-01-01T00:17:00.000000Z","ES","KIDS",6609,2456,49.75,11283.287474337067
"2022-01-01T00:17:00.000000Z","ES","HOME",6631,1403,67.53,21442.10179696031
"2022-01-01T00:17:00.000000Z","ES","KITCHEN",6523,1322,26.32,8698.223944035683
"2022-01-01T00:17:00.000000Z","ES","BATHROOM",6695,2807,23.67,11350.225800028327
"2022-01-01T00:18:00.000000Z","ES","WOMEN",6931,2878,57.45,11657.739580784384
"2022-01-01T00:18:00.000000Z","ES","MEN",7045,3533,46.34,19651.842893044268
"2022-01-01T00:18:00.000000Z","ES","KIDS",6976,1852,49.75,18290.56487678073
"2022-01-01T00:18:00.000000Z","ES","HOME",6931,2792,67.53,15762.495453697218
"2022-01-01T00:18:00.000000Z","ES","KITCHEN",6862,3277,26.32,4590.728721823127
"2022-01-01T00:18:00.000000Z","ES","BATHROOM",6862,3533,23.67,2974.960270333517
"2022-01-01T00:19:00.000000Z","ES","WOMEN",7391,2909,57.45,3929.574614504782
"2022-01-01T00:19:00.000000Z","ES","MEN",7199,1469,46.34,14805.609708862132
"2022-01-01T00:19:00.000000Z","ES","KIDS",7391,3329,49.75,8999.762665795015
"2022-01-01T00:19:00.000000Z","ES","HOME",7199,2429,67.53,33224.71446541714
"2022-01-01T00:19:00.000000Z","ES","KITCHEN",7199,3599,26.32,6822.134650241532
"2022-01-01T00:19:00.000000Z","ES","BATHROOM",7439,2849,23.67,7157.798190213521
"2022-01-01T00:20:00.000000Z","ES","WOMEN",7660,1606,57.45,32845.55162102638
"2022-01-01T00:20:00.000000Z","ES","MEN",7559,3118,46.34,15107.975672149982
"2022-01-01T00:20:00.000000Z","ES","KIDS",7685,2582,49.75,8838.571645094467
"2022-01-01T00:20:00.000000Z","ES","HOME",7685,2614,67.53,47478.92066029752
"2022-01-01T00:20:00.000000Z","ES","KITCHEN",7559,1984,26.32,9153.029369955117
"2022-01-01T00:20:00.000000Z","ES","BATHROOM",7711,2110,23.67,7940.68125178895
"2022-01-01T00:21:00.000000Z","ES","WOMEN",8157,2144,57.45,23660.16876412196
"2022-01-01T00:21:00.000000Z","ES","MEN",7972,2573,46.34,22938.261961266733
"2022-01-01T00:21:00.000000Z","ES","KIDS",7919,2375,49.75,40058.63357039518
"2022-01-01T00:21:00.000000Z","ES","HOME",7919,3992,67.53,43500.05266345787
"2022-01-01T00:21:00.000000Z","ES","KITCHEN",8183,2243,26.32,7556.459469052944
"2022-01-01T00:21:00.000000Z","ES","BATHROOM",7999,4091,23.67,4171.120482992089
"2022-01-01T00:22:00.000000Z","ES","WOMEN",8307,3725,57.45,6421.749360636465
"2022-01-01T00:22:00.000000Z","ES","MEN",8279,3484,46.34,35171.99625106998
"2022-01-01T00:22:00.000000Z","ES","KIDS",8390,4312,49.75,26878.383783168727
"2022-01-01T00:22:00.000000Z","ES","HOME",8417,3277,67.53,10763.587191094059
"2022-01-01T00:22:00.000000Z","ES","KITCHEN",8528,1828,26.32,11032.666003391108
"2022-01-01T00:22:00.000000Z","ES","BATHROOM",8335,1517,23.67,9113.406882031175
"2022-01-01T00:23:00.000000Z","ES","WOMEN",8812,2843,57.45,10671.89093875179
"2022-01-01T00:23:00.000000Z","ES","MEN",8755,1727,46.34,9308.760828923734
"2022-01-01T00:23:00.000000Z","ES","KIDS",8783,4283,49.75,29802.181184637404
"2022-01-01T00:23:00.000000Z","ES","HOME",8899,4067,67.53,72932.25606633762
"2022-01-01T00:23:00.000000Z","ES","KITCHEN",8755,4067,26.32,7845.450116804644
"2022-01-01T00:23:00.000000Z","ES","BATHROOM",8726,2195,23.67,8998.369441489032
"2022-01-01T00:24:00.000000Z","ES","WOMEN",8999,2399,57.45,8272.782284562034
"2022-01-01T00:24:00.000000Z","ES","MEN",8999,4424,46.34,6881.47526392404
"2022-01-01T00:24:00.000000Z","ES","KIDS",9209,2174,49.75,18469.6479488682
"2022-01-01T00:24:00.000000Z","ES","HOME",9179,1987,67.53,33427.278418413924
"2022-01-01T00:24:00.000000Z","ES","KITCHEN",9179,3374,26.32,22306.152233330627
"2022-01-01T00:24:00.000000Z","ES","BATHROOM",9299,2849,23.67,7029.97494592499
"2022-01-01T00:25:00.000000Z","ES","WOMEN",9640,1793,57.45,22584.69169042624
"2022-01-01T00:25:00.000000Z","ES","MEN",9391,4055,46.34,5259.114419092801
"2022-01-01T00:25:00.000000Z","ES","KIDS",9547,2456,49.75,12922.035070605527
"2022-01-01T00:25:00.000000Z","ES","HOME",9391,4679,67.53,12430.893608163697
"2022-01-01T00:25:00.000000Z","ES","KITCHEN",9609,1559,26.32,5912.511105726903
"2022-01-01T00:25:00.000000Z","ES","BATHROOM",9453,2573,23.67,6646.520605649497
"2022-01-01T00:26:00.000000Z","ES","WOMEN",9849,3725,57.45,34900.78782677416
"2022-01-01T00:26:00.000000Z","ES","MEN",9979,2996,46.34,16327.85821719364
"2022-01-01T00:26:00.000000Z","ES","KIDS",9784,2672,49.75,15635.390946799456
"2022-01-01T00:26:00.000000Z","ES","HOME",9752,3401,67.53,41133.77085837954
"2022-01-01T00:26:00.000000Z","ES","KITCHEN",9719,4900,26.32,10265.169160237541
"2022-01-01T00:26:00.000000Z","ES","BATHROOM",9849,2186,23.67,3987.911639218493
"2022-01-01T00:27:00.000000Z","ES","WOMEN",10315,2771,57.45,30402.45833327046
"2022-01-01T00:27:00.000000Z","ES","MEN",10113,3107,46.34,44375.06480021769
"2022-01-01T00:27:00.000000Z","ES","KIDS",10415,5207,49.75,13289.184302747879
"2022-01-01T00:27:00.000000Z","ES","HOME",10315,2309,67.53,13840.91162070438
"2022-01-01T00:27:00.000000Z","ES","KITCHEN",10247,4703,26.32,11441.273266584984
"2022-01-01T00:27:00.000000Z","ES","BATHROOM",10214,2141,23.67,16502.67967069404
"2022-01-01T00:28:00.000000Z","ES","WOMEN",10648,2087,57.45,4498.3220381503
"2022-01-01T00:28:00.000000Z","ES","MEN",10439,3262,46.34,6893.981935091058
"2022-01-01T00:28:00.000000Z","ES","KIDS",10613,4262,49.75,5323.732159743007
"2022-01-01T00:28:00.000000Z","ES","HOME",10718,3436,67.53,41948.16452697242
"2022-01-01T00:28:00.000000Z","ES","KITCHEN",10613,2087,26.32,15662.46046884736
"2022-01-01T00:28:00.000000Z","ES","BATHROOM",10613,5045,23.67,7166.308550385866
"2022-01-01T00:29:00.000000Z","ES","WOMEN",10799,3959,57.45,17217.711906857432
"2022-01-01T00:29:00.000000Z","ES","MEN",10799,4274,46.34,21269.994411096442
"2022-01-01T00:29:00.000000Z","ES","KIDS",11123,4319,49.75,18133.81908191709
"2022-01-01T00:29:00.000000Z","ES","HOME",10907,5354,67.53,30631.51354358648
"2022-01-01T00:29:00.000000Z","ES","KITCHEN",10835,3914,26.32,18950.34156405962
"2022-01-01T00:29:00.000000Z","ES","BATHROOM",10979,5624,23.67,10225.408468570471
"2022-01-01T00:30:00.000000Z","ES","WOMEN",11457,3208,57.45,44879.79222711358
"2022-01-01T00:30:00.000000Z","ES","MEN",11197,4231,46.34,34132.078015440326
"2022-01-01T00:30:00.000000Z","ES","KIDS",11420,2278,49.75,24567.96160660857
"2022-01-01T00:30:00.000000Z","ES","HOME",11531,1859,67.53,7285.112412765752
"2022-01-01T00:30:00.000000Z","ES","KITCHEN",11308,4603,26.32,21736.037231108934
"2022-01-01T00:30:00.000000Z","ES","BATHROOM",11308,2510,23.67,9685.732108395345
"2022-01-01T00:31:00.000000Z","ES","WOMEN",11673,3791,57.45,35297.15616019745
"2022-01-01T00:31:00.000000Z","ES","MEN",11865,2831,46.34,18862.167422229795
"2022-01-01T00:31:00.000000Z","ES","KIDS",11903,2687,49.75,42028.652542793854
"2022-01-01T00:31:00.000000Z","ES","HOME",11635,4607,67.53,16207.143137362198
"2022-01-01T00:31:00.000000Z","ES","KITCHEN",11788,5279,26.32,19203.004626405072
"2022-01-01T00:31:00.000000Z","ES","BATHROOM",11596,2783,23.67,17178.678928736306
"2022-01-01T00:32:00.000000Z","ES","WOMEN",12077,2672,57.45,43793.97159594172
"2022-01-01T00:32:00.000000Z","ES","MEN",12038,2276,46.34,39912.49307851361
"2022-01-01T00:32:00.000000Z","ES","KIDS",12275,2029,49.75,11820.555895144149
"2022-01-01T00:32:00.000000Z","ES","HOME",11879,2969,67.53,32792.107996093044
"2022-01-01T00:32:00.000000Z","ES","KITCHEN",12275,2623,26.32,6800.799424858512
"2022-01-01T00:32:00.000000Z","ES","BATHROOM",11919,6137,23.67,3620.431341447285
"2022-01-01T00:33:00.000000Z","ES","WOMEN",12362,2600,57.45,6094.271862052734
"2022-01-01T00:33:00.000000Z","ES","MEN",12525,6017,46.34,22971.573815112893
"2022-01-01T00:33:00.000000Z","ES","KIDS",12647,4691,49.75,42625.63117011175
"2022-01-01T00:33:00.000000Z","ES","HOME",12443,3263,67.53,64058.70427885646
"2022-01-01T00:33:00.000000Z","ES","KITCHEN",12607,6323,26.32,12564.065436754145
"2022-01-01T00:33:00.000000Z","ES","BATHROOM",12403,5966,23.67,4442.368004847196
